glyph_sha256,bopomofo,source_font,source_gid,verification,notes
4da563f05f3a8b558edb9edae036cc595d5c7fecd430e930b26097a7272d0cea,˙ㄒㄧ,n@dW5@,15499,v4.2 三上剩餘 whole-glyph：second-pass 高解析原頁/isolated glyph 確認中性調點，讀作 ˙ㄒㄧ；不以 expected 反填。,v4.2 remaining whole-glyph contact #74; P53 東西之西；可見 neutral dot；runtime SHA-256 exact-only
d784c29c87c96d90a45f3a8c49611f5a8fc4c1dad0d76a6fdc5dff8fa30e776a,ㄒㄧㄥ,n@dW5@,15501,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #75; occurrences=1; pages=137; runtime SHA-256 exact-only
2ede6550acb07fd789fc7aa563b94bc7335e6bfdbbb24e196ba1158a9182a1b7,ㄌㄧㄢˇ,YenRoundZuinnEG-Bd,14635,v4.9 一上解碼漏失修正：直接回看原 PDF 可見注音字形並逐筆確認；runtime 僅接受 raw glyf SHA-256 完全相同,115國小健體1上；代表字／用途：臉；不以中文字詞義或候選預期音反填
1c45d3501f3baba2230bb21c926b8baa866fe41f858b1529377f1427cb552b68,ㄜˊ,DFPBiaoKai-W5-ZhuIn-BFW,14132,v4.9 一上解碼漏失修正：直接回看原 PDF 可見注音字形並逐筆確認；runtime 僅接受 raw glyf SHA-256 完全相同,115國小健體1上；代表字／用途：額；不以中文字詞義或候選預期音反填
520d4b1dc37899d8dc9fecb70d73a865fa11120cc9b8507684bbd8b62eff66bc,ㄆㄣ,DFPBiaoKai-W5-ZhuIn-BFW,14338,v4.9 一上解碼漏失修正：直接回看原 PDF 可見注音字形並逐筆確認；runtime 僅接受 raw glyf SHA-256 完全相同,115國小健體1上；代表字／用途：噴；不以中文字詞義或候選預期音反填
b09184a932e3cfb71eb701433ba88a87fdf91db3ca20cbd870a1cf059c51f5b0,ㄎㄜˊ,YenRoundZuinnEG-Bd,14745,v4.9 一上解碼漏失修正：直接回看原 PDF 可見注音字形並逐筆確認；runtime 僅接受 raw glyf SHA-256 完全相同,115國小健體1上；代表字／用途：咳；不以中文字詞義或候選預期音反填
ec4dd812fa44b0c6918d52a4fb5bd9f55f0c7954ef6b803b20320aca713b946d,ㄇㄡˇ,DFPBiaoKai-W5-ZhuIn-BFW,14399,v4.9 一上解碼漏失修正：直接回看原 PDF 可見注音字形並逐筆確認；runtime 僅接受 raw glyf SHA-256 完全相同,115國小健體1上；代表字／用途：某；不以中文字詞義或候選預期音反填
58621c77aaa718b831f12343ebaaae13b495a70ee39c10305597171a3d847e20,ㄕㄣˊ,YenRoundZuinn3EG-Bd,14267,v4.9 一上解碼漏失修正：直接回看原 PDF 可見注音字形並逐筆確認；runtime 僅接受 raw glyf SHA-256 完全相同,115國小健體1上；代表字／用途：什；不以中文字詞義或候選預期音反填
c6317dd140b217b8de64000f0918851ddef2c647de17142140a13c7bd56646f0,ㄓㄜ,DFPBiaoKai-W5-ZhuIn-BFW,15100,v4.9 一上解碼漏失修正：直接回看原 PDF 可見注音字形並逐筆確認；runtime 僅接受 raw glyf SHA-256 完全相同,115國小健體1上；代表字／用途：遮；不以中文字詞義或候選預期音反填
3894e34ff6157a826ad836e005e2e87b82592eb3168e8674aebb2ba004eea199,ㄆㄨˋ,DFPBiaoKai-W5-ZhuIn-BFW,14374,v4.9 一上解碼漏失修正：直接回看原 PDF 可見注音字形並逐筆確認；runtime 僅接受 raw glyf SHA-256 完全相同,115國小健體1上；代表字／用途：曝；不以中文字詞義或候選預期音反填
5a01f4452c61b75207caea4afb9712d8a66cc27db78472c495044d196cdb9fd3,ㄆㄤˊ,DFPBiaoKai-W5-ZhuIn-BFW,14343,v4.9 一上解碼漏失修正：直接回看原 PDF 可見注音字形並逐筆確認；runtime 僅接受 raw glyf SHA-256 完全相同,115國小健體1上；代表字／用途：旁／螃；不以中文字詞義或候選預期音反填
6cf184b9c4aa817679eae7e6bae34278cc5ade036e9edb6ce12ea2457a569943,ㄔㄨㄟ,DFPBiaoKai-W5-ZhuIn-BFW,15204,v4.9 一上解碼漏失修正：直接回看原 PDF 可見注音字形並逐筆確認；runtime 僅接受 raw glyf SHA-256 完全相同,115國小健體1上；代表字／用途：吹；不以中文字詞義或候選預期音反填
af74a9a2882a01d7c85e2a83b7f6d049c2d849c7acca1a92c0acbfc8b538ea24,ㄆㄨ,DFPBiaoKai-W5-ZhuIn-BFW,14372,v4.9 一上解碼漏失修正：直接回看原 PDF 可見注音字形並逐筆確認；runtime 僅接受 raw glyf SHA-256 完全相同,115國小健體1上；代表字／用途：撲；不以中文字詞義或候選預期音反填
b9c939240e21875513cc1513a1169372b6b3eba5afc0226b55f8b88ccbae0bc7,ㄏㄜˋ,DFPBiaoKai-W5-ZhuIn-BFW,14877,v4.9 一上解碼漏失修正：直接回看原 PDF 可見注音字形並逐筆確認；runtime 僅接受 raw glyf SHA-256 完全相同,115國小健體1上；代表字／用途：鶴；不以中文字詞義或候選預期音反填
ce5b7b417bc818cc171669586aca0a986528295e157461e9af17eb039ad940ee,ㄕㄜˊ,YenRoundZuinnEG-Bd,15162,v4.9 一上解碼漏失修正：直接回看原 PDF 可見注音字形並逐筆確認；runtime 僅接受 raw glyf SHA-256 完全相同,115國小健體1上；代表字／用途：蛇；不以中文字詞義或候選預期音反填
a988e71fe78712a65de79244864d65c9f20f6cd86088f543a78164e0e031faae,ㄆㄚˋ,DFPBiaoKai-W5-ZhuIn-BFW,14314,v4.9 一上解碼漏失修正：直接回看原 PDF 可見注音字形並逐筆確認；runtime 僅接受 raw glyf SHA-256 完全相同,115國小健體1上；代表字／用途：怕；不以中文字詞義或候選預期音反填
5826c3a245fec0acc097066d51f5ff376e3e660a22117af8e356b3a6ec18381a,ㄔㄚ,YenRoundZuinnEG-Bd,15088,v4.9 一上解碼漏失修正：直接回看原 PDF 可見注音字形並逐筆確認；runtime 僅接受 raw glyf SHA-256 完全相同,115國小健體1上；代表字／用途：叉；不以中文字詞義或候選預期音反填
39f89fb359319143fa6290297850b47427a11a9b327d9ee361ccb9d96b4ec1f5,ㄔㄥˇ,DFPBiaoKai-W5-ZhuIn-BFW,15192,v4.9 一上解碼漏失修正：直接回看原 PDF 可見注音字形並逐筆確認；runtime 僅接受 raw glyf SHA-256 完全相同,115國小健體1上；代表字／用途：逞；不以中文字詞義或候選預期音反填
4784c1e239d7c7700c08b3bfbf53d289c14da86f50ab76e21926717a784b85da,ㄦ,DFPBiaoKai-W5-PoIn1-BFW,14161,v4.9 一上解碼漏失修正：直接回看原 PDF 可見注音字形並逐筆確認；runtime 僅接受 raw glyf SHA-256 完全相同,115國小健體1上；代表字／用途：兒化尾；不以中文字詞義或候選預期音反填
