outline_signature,bopomofo,source_count,source_examples,verification,notes
779e71992a1e60145522ba6215ac4c85511207b2,ㄍㄞˇ,1,DFPYuanW7-ZhuIn-BFW#14768@5ab649a2daa5,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
77b9f6721042754d29a4ceae63b4eb8d8a4cca30,ㄒㄧㄣ,1,DFPYuanW7-ZhuIn-BFW#15062@672c7c4da7fc,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
7806c4369f5abf176a18151fec563cd3ddf26f57,ㄆㄢˋ,1,DFPYuanW7-ZhuIn-BFW#14337@b0c5ec82c5ce,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
78e2cab3ecea9aa65736ee7e7ea930219027ed96,ㄏㄨ,1,DFPYuanW7-ZhuIn-BFW#14907@d84bdbb7b2f9,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
795480f7c21c1292749bba3219d5411161ab071a,ㄑㄩ,1,DFPYuanW7-ZhuIn-BFW#15024@80f243b229ad,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
7bc3464bfbe13d1cd172be85a89f8f19dea93cf8,ㄧㄠˊ,1,DFPYuanW7-ZhuIn-BFW#14181@98ef9f99676a,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
7c06210f5e62c4d5acafaa007fdbb714da7b30f8,ㄙㄢ,1,DFPYuanW7-ZhuIn-BFW#15436@1bf205533a19,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
7d65c920c393aea16eb6150c31e89fd30848098b,ㄐㄧˋ,1,DFPYuanW7-ZhuIn-BFW#14944@f0d73f071576,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
7d84b2b6ce04abc34cfac0e7ef7a01f5c9231178,ㄇㄚˇ,1,DFPYuanW7-ZhuIn-BFW#14381@f2a13c3fb3b8,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
7faee965d20021936836680b1ae32d2e4c0b2f40,ㄨㄟˊ,1,DFPYuanW7-ZhuIn-BFW#14219@76c8ddc34c1d,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
80c0fdc963aa26bac653a74169e06ee2e68730b8,ㄧㄝˇ,1,DFPYuanW7-ZhuIn-BFW#14178@10b1d23e6ea8,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
81c929cdfa60d86400e3278624a50089b3883131,ㄊㄨˋ,1,DFPYuanW7-ZhuIn-BFW#14584@e9f7efd9c8b3,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
81e71f6e0dc898fac1a401c5e6a9b8b0bba6e044,ㄍㄨㄥ,1,DFPYuanW7-ZhuIn-BFW#14816@6186a0495ead,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
81f4bdde508633542d5d3656a3c033fc7e50f586,ㄔㄤˇ,1,DFPYuanW3-ZhuIn-BFW#15189@06162dfc9b00,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=1, same-family same-GID rank1 structural bridge=0); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
820d7818b8d43fe7d739f56eda25ef23b1ca67ca,ㄐㄧㄡˋ,1,DFPYuanW7-ZhuIn-BFW#14959@4dc0dbdfb1d2,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
8307514109a8b791ded6053ab636fa77c7822415,ㄎㄨㄞˋ,1,DFPYuanW7-ZhuIn-BFW#14855@d10e750b616e,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
83a3fb92694ad782cbcfa523a2dbc17c87f2307d,ㄐㄧˊ,1,DFPYuanW7-ZhuIn-BFW#14943@3562ef91e67b,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
8444b778474889aa149578674217966eb1e7c65f,ㄓㄨㄤˋ,1,DFPYuanW7-ZhuIn-BFW#15151@0dcd5713a9cf,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
86558fec099e54fa9f7f64941169941c5674c3ba,ㄏㄨˋ,1,DFPYuanW7-ZhuIn-BFW#14909@39a0a87bf794,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
870c8b215c916d30e07c963f51bcd8bebabdbc83,ㄑㄧㄠˇ,1,DFPYuanW7-ZhuIn-BFW#15004@2b9103c6df9e,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
87a1fd90dd4682fcda2cd572396d3d652b2f2b4e,ㄨˇ,1,DFPHeiW5-ZhuIn-BFW#14207@d0d930c0026e,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=1, same-family same-GID rank1 structural bridge=0); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
884de3f795c7b90dd2047a425dbdd21e802a518e,ㄧˊ,1,DFPYuanW3-KPoIn3-BFW#14167@3954f35c8171,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=1, same-family same-GID rank1 structural bridge=0); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
8858a7ce30c46c4595f255cc0209eabcc31e58af,ㄉㄚˊ,1,DFPYuanW7-ZhuIn-BFW#14476@a0026f720db1,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
898fb5ad3815a8a7dc39ad140fe12f3f3b92bf31,ㄙ,1,DFPYuanW7-ZhuIn-BFW#15420@90fbea574712,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=1, same-family same-GID rank1 structural bridge=0); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
89d6f8bdc1610981ef98fa730a4180a9a9ba60e9,ㄅㄞˇ,1,DFPYuanW7-ZhuIn-BFW#14269@f04ad9cae73e,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
8a2da6819e74a0f3cd44297a018e0d572608496d,ㄏㄢˋ,1,DFPYuanW3-KPoIn3-BFW#14895@45c8c30227c1,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=1, same-family same-GID rank1 structural bridge=0); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
8a335ba3ff28fe5e68722cc95a31d78b6908f1fe,ㄏㄨㄟˇ,1,DFPYuanW3-KPoIn3-BFW#14925@9a839c357e5f,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=1, same-family same-GID rank1 structural bridge=0); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
8af009f847bb2ba489452105e2148bf82e508c0c,ㄞˇ,1,DFPYuanW3-ZhuIn-BFW#14140@5c386d56b18c,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=1, same-family same-GID rank1 structural bridge=0); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
8e72171a59f3983ac089b9c8461222b2e5b89705,ㄩˇ,1,DFPYuanW7-ZhuIn-BFW#14241@01c8aa9f0ee2,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
8ea00aee2fe00ae207fd24fd0bc55aaac324d1ef,ㄏㄡˋ,1,DFPYuanW7-ZhuIn-BFW#14891@43f2ebed5517,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
8f171e23f9d5f6a9e60b5eae576577fd36342853,ㄑㄧㄢˊ,1,DFPYuanW7-ZhuIn-BFW#15009@bdcdec314b30,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
8f1ca2855c4a5f8dfe570188defa129dfdd8606c,ㄍㄜˊ,1,DFPYuanW7-ZhuIn-BFW#14763@dddbf0e6eacd,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
908df343b961f0eeba6074dc7ea424ece207dd3c,ㄈㄢ,1,DFPYuanW7-ZhuIn-BFW#14452@5c5bd469780a,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
90c5bb396618cd01e666a6cfbc1141d33e9ab027,ㄕㄡˇ,1,DFPYuanW7-ZhuIn-BFW#15247@61f18f86dc29,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
91d976dca4b00647cf029ef0fc491b09c830ce06,ㄅㄞˊ,1,DFPYuanW7-ZhuIn-BFW#14267@107b47abe52a,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
933a88e37c44fa4a622044499c61b8c03ba344b1,ㄏㄢˋ,1,ZhuYinNREG-Md#15471@88e08b18d4dd,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=1, same-family same-GID rank1 structural bridge=0); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
94f7245378353e16e56aaa7d0ad0ca30bab61192,ㄆㄥˋ,1,DFPYuanW7-ZhuIn-BFW#14349@c8446cf4856c,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=1, same-family same-GID rank1 structural bridge=0); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
9549ac47a1cd30b71fa42e4b89ac601ae6e4c714,ㄊㄧˇ,1,DFPYuanW7-ZhuIn-BFW#14566@9f281fc31721,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
976eeb3c8ec59308f32153aa6863b02b3cfb64bd,ㄔㄨˊ,1,DFPYuanW7-ZhuIn-BFW#15195@ed65306a3f47,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
983b92b6dacfec50488dcb54405ce581349b772c,ㄉㄨˊ,1,DFPYuanW7-ZhuIn-BFW#14519@57539cf52264,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
995bcd91e628db21559dfb9794bfa96102347d0a,ㄕㄡ,1,DFPYuanW7-ZhuIn-BFW#15244@a3301e0c3e5e,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
9dc559470acc1bf06778d41119ca8da8900d1f9d,ㄒㄩㄢˊ,1,DFPYuanW7-ZhuIn-BFW#15083@3295189648d5,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
9f05cd986c9bc09a239bed8ad4742198a4bbfd17,ㄨㄣˋ,1,DFPYuanW7-ZhuIn-BFW#14228@fdc0e017a7df,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
9f1b72946ade600357e9930526fd01a0046563f1,ㄍㄨㄛˋ,1,DFPYuanW7-ZhuIn-BFW#14800@e176aa1a5f5a,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
9f87cfda4d9eb5b61a701f34f66d6beb3af87deb,˙ㄊㄠ,1,DFPYuanW3-PoIn1-BFW#15519@d4e88b8f00eb,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=1, same-family same-GID rank1 structural bridge=0); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
9ff08494ce392f5296d3597b8d4e9914cdce5dd2,ㄧㄣˇ,1,DFPYuanW7-ZhuIn-BFW#14195@1f4c15f79ebd,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
a059abf6c3e040b10b781e228699ab43defd07e1,ㄉㄥˋ,1,DFPYuanW7-ZhuIn-BFW#14499@0ee3c88ddc25,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
a20798c138d625f27ecd205060a259a705a35e8d,ㄐㄩㄣ,1,DFPYuanW7-ZhuIn-BFW#14984@5415cdd37ad1,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
a384befdc649bd55d726d004833d08f02739dd8a,ㄒㄧㄤˋ,1,DFPYuanW7-ZhuIn-BFW#15068@ea546eb54022,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
a5120ecd7942e133b38c3d1eebec6a6c60518d31,˙ㄧㄝ,1,DFPYuanW3-PoIn1-BFW#15486@89fec7516348,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=1, same-family same-GID rank1 structural bridge=0); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
a535c3648a7394cd785a1e021644f0642035e558,ㄉㄨㄥˋ,1,DFPYuanW7-ZhuIn-BFW#14535@0366656aeeb6,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
a59a73db26fefc3d9ab813e361ae11f13f4c5ab6,ㄇㄧㄢˇ,1,DFPYuanW7-ZhuIn-BFW#14429@ebd531ef38e6,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
a629e584c30f3d490f7bbe1508a371e562f569bd,ㄕㄨˋ,1,DFPYuanW7-ZhuIn-BFW#15265@c02e2da607d3,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
a68b4f2347596f0f71e026c23c31368daa29393f,ㄌㄧㄤˋ,1,DFPYuanW7-ZhuIn-BFW#14726@1a44cb710caa,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
a82065b3cf7024445e4a123c5f8fe5e22c08228f,ㄐㄩㄝˊ,1,DFPYuanW7-ZhuIn-BFW#14978@824ee94da641,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
a8b167ace82dfdc4e5a2b175fef44ae413a1fea4,ㄙㄨˋ,1,DFPYuanW7-ZhuIn-BFW#15446@fb26c27765f6,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
a919b2a877c70b27be8b4763794f8d97106dc4f6,ㄆㄞˊ,1,DFPYuanW7-ZhuIn-BFW#14321@10d4799bec7d,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
a9208c37f6e540653cef8e819fa800b505608b5e,ㄅㄧㄢˋ,1,DFPYuanW7-ZhuIn-BFW#14302@c6ee14a7275e,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
aa76f0b36048004371973dc9812d1c3b1aae02bc,ㄇㄧㄥˋ,1,DFPHeiW7-ZhuIn-BFW#14433@c9a31422e521,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=1, same-family same-GID rank1 structural bridge=0); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
aa9d515313ef2be47c7fb9e08749d0df1c64b807,ㄑㄧˊ,1,DFPYuanW7-ZhuIn-BFW#14990@3f83395386b5,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
ab3cc4cb61309981d44aec74419e362636d4e348,ㄐㄧㄤˇ,1,DFPYuanW7-ZhuIn-BFW#14969@8c3afa4b31b5,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
abcd2f9b7724a4f3283ef4701ae73d4bd1d740d3,ㄆㄠˇ,1,DFPYuanW7-ZhuIn-BFW#14331@3d4105d59d5f,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
ac1ca6058e5a9ea2ce91396a857a2f76b5e19d41,ㄆㄨ,1,DFPYuanW7-ZhuIn-BFW#14373@0a4838850831,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=1, same-family same-GID rank1 structural bridge=0); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
ada5661f67f94be56ad7ac7bda4f8a6adced37b5,ㄓㄡ,1,DFPHeiW5-ZhuIn-BFW#15114@980de634136f,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=1, same-family same-GID rank1 structural bridge=0); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
adef496d70d061b04229f0d9c05d6ba4f8d88206,ㄆㄧㄠ,1,DFPYuanW7-ZhuIn-BFW#14357@24a247fbc154,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
b067f92ecfbe038ccb6124873eaf9af627b3c0dc,ㄒㄧㄝˊ,1,DFPYuanW7-ZhuIn-BFW#15048@cb76ceea4f9c,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
b0f584a93aefef1c87b720eb95eea7942df7063e,ㄇㄧㄣˇ,1,DFPYuanW7-ZhuIn-BFW#14431@9c722db2bbbd,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
b1a9e9f594bb4098dda8fc0b022ac05f6ea9bf35,ㄖㄣˋ,1,DFPYuanW7-ZhuIn-BFW#15296@b8356f41fe7a,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
b1d166217df148994bc8bb2f3b9ad6306e92d060,ㄓˇ,1,DFPYuanW7-ZhuIn-BFW#15096@237c5dcd8524,"v4.4 TTF residual exact-outline convergence: conflict-free target full-outline signature; source keys=1 (direct isolated visual=0, same-family same-GID rank1 structural bridge=1); runtime exact normalized outline signature only","No Han text/context/dictionary used at runtime; offline bridge used only to establish frozen target truth, then exact outline signature gate."
