font,zhuyin_component_id,bopomofo,verification,notes
YenRoundZuinnEG-Bd,14496,ㄊㄨㄟˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,腿 p6｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,14509,ㄊㄨㄥˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,痛 p27｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,14510,ㄊㄨˊ,v1.7.1 直接渲染字形二次覆核修正,圖 p170｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認｜二次覆核：修正初次轉寫誤讀
YenRoundZuinnEG-Bd,14530,ㄋㄠˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,惱 p5｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,14631,ㄌㄧㄡˊ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,流 p90｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,14645,ㄌㄧㄥˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,領 p79｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,14670,ㄌㄨˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,略 p111｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,14728,ㄍㄨㄣˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,滾 p6｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,14740,ㄍㄨˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,顧 p33｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,14753,ㄎㄠˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,靠 p30｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,14755,ㄎㄡˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,口 p49｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,14771,ㄎㄨㄚˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,跨 p74｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,14842,ㄏㄨㄟˊ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,迴 p87｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,14875,ㄐㄧㄝˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,借 p35｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,14883,ㄐㄧㄡˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,就 p75｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,14894,ㄐㄧㄥˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,警 p53｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,14907,ㄐㄩㄣ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,軍 p89｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,14931,ㄑㄧㄢ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,千 p89｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,14973,ㄒㄧㄝˊ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,協 p6｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,15041,ㄓㄠˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,照 p33｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,15056,ㄓㄥˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,整 p162｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,15061,ㄓㄨㄛ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,桌 p6｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,15150,ㄔㄨˊ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,廚 p50｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,15200,ㄕㄨㄞˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,甩 p162｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,15288,ㄗㄨㄛˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,左 p90｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,15467,ㄧㄡˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,右 p90｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Bd,15535,ㄩㄥˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,泳 p6｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Lt,14199,ㄅㄧˊ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,鼻 p157｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Lt,14324,ㄇㄧㄢˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,面 p158｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Lt,14499,ㄊㄨㄢˊ,v1.7.1 直接渲染字形二次覆核修正,團 p124｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認｜二次覆核：修正初次轉寫誤讀
YenRoundZuinnEG-Lt,14690,ㄍㄠ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,高 p157｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Lt,14726,ㄍㄨㄢˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,管 p157｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Lt,14891,ㄐㄧㄤˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,獎 p100｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Lt,15056,ㄓㄥˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,整 p124｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Lt,15135,ㄔㄨㄢ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,穿 p124｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Lt,15236,ㄖㄤˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,讓 p158｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Lt,15266,ㄗㄠ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,遭 p158｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Lt,15291,ㄗㄨㄟˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,嘴 p157｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Lt,15296,ㄗㄨㄣ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,遵 p123｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14172,ㄅㄢˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,辦 p2｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14263,ㄆㄧㄥˊ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,瓶 p63｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14266,ㄆㄞˊ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,脾 p29｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14286,ㄇㄞˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,賣 p40｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14393,ㄉㄢˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,膽 p29｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14401,ㄉㄧ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,低 p88｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14425,ㄉㄨㄛˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,躲 p2｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14446,ㄊㄞ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,胎 p24｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14453,ㄊㄠˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,套 p24｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14464,ㄊㄤˊ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,糖 p33｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14478,ㄊㄧㄢ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,天 p23｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14488,ㄊㄧˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,替 p63｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14499,ㄊㄨㄢˊ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,團 p2｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14509,ㄊㄨㄥˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,痛 p39｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14515,ㄋㄚˊ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,拿 p63｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14541,ㄋㄤˊ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,囊 p29｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14553,ㄋㄧㄡˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,鈕 p40｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14558,ㄋㄧㄢˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,念 p24｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14608,ㄍㄨㄢ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,闌 p29｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14625,ㄌㄧㄝˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,列 p85｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14627,ㄌㄧㄠˊ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,聊 p23｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14631,ㄌㄧㄡˊ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,留 p86｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14730,ㄊㄨㄛ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,胱 p29｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14740,ㄍㄨˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,固 p33｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14753,ㄎㄠˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,靠 p107｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14755,ㄎㄡˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,口 p39｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14789,ㄎㄨㄤˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,況 p23｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14820,ㄏㄣˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,很 p32｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14862,ㄏㄨˊ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,壺 p63｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14865,ㄐㄧ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,機 p63｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14883,ㄐㄧㄡˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,舊 p63｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14913,ㄐㄩˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,舉 p2｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14973,ㄒㄧㄝˊ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,鞋 p24｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14975,ㄒㄧㄝˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,謝 p24｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,14993,ㄒㄧㄤˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,響 p107｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15015,ㄒㄩㄣˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,訊 p39｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15041,ㄓㄠˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,照 p24｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15042,ㄓㄡ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,週 p32｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15047,ㄓㄢˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,展 p16｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15133,ㄔㄨㄟˊ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,搥 p23｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15135,ㄔㄨㄢ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,穿 p63｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15146,ㄔㄨㄥ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,充 p33｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15204,ㄕㄨㄟˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,睡 p33｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15236,ㄖㄤˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,讓 p2｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15238,ㄖㄥˊ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,仍 p32｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15303,ㄗㄨˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,組 p107｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15309,ㄘㄚ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,擦 p32｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15315,ㄘㄞˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,彩 p2｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15316,ㄘㄞˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,菜 p33｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15347,ㄘㄨㄣˊ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,存 p63｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15354,ㄘㄨˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,促 p39｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15450,ㄧㄚˊ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,牙 p24｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15457,ㄧㄝˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,也 p24｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15482,ㄧㄥˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,影 p107｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
YenRoundZuinnEG-Md,15535,ㄩㄥˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,泳 p2｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
ZhuYinNREG-Md,14289,ㄇㄟˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,美 p92｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
ZhuYinNREG-Md,14687,ㄍㄞˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,改 p34｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
ZhuYinNREG-Md,14785,ㄎㄨㄣˋ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,困 p34｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
ZhuYinNREG-Md,14993,ㄒㄧㄤˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,想 p92｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
ZhuYinNREG-Md,15246,ㄖㄨㄢˇ,v1.7 直接渲染注音元件字形逐筆轉寫（剩餘240鍵）,軟 p112｜字形直接視覺轉寫；以相鄰已知字形/聲調位置交叉確認
DFPBiaoKai-W5-PoIn1-BFW,15500,ㄒㄧㄝˋ,v1.7.1 跨冊剩餘字形直接渲染逐筆轉寫,"謝｜L02 p2,22｜直接字形轉寫，不由語義回填"
YenRoundZuinnEG-Bd,14727,ㄍㄨㄢˋ,v1.7.1 跨冊剩餘字形直接渲染逐筆轉寫,慣｜目次 p4｜直接字形轉寫，不由語義回填
YenRoundZuinnEG-Md,14282,ㄇㄛˋ,v1.7.1 跨冊剩餘字形直接渲染逐筆轉寫,末｜目次 p3｜直接字形轉寫，不由語義回填
YenRoundZuinnEG-Md,14999,ㄒㄧㄥˋ,v1.7.1 跨冊剩餘字形直接渲染逐筆轉寫,姓、性｜目次 p2｜直接字形轉寫，不由語義回填
YenRoundZuinnEG-Md,15233,ㄖㄣˋ,v1.7.1 跨冊剩餘字形直接渲染逐筆轉寫,認｜目次 p1｜直接字形轉寫，不由語義回填
YenRoundZuinnEG-Bd,14174,ㄅㄣˇ,v1.7.1 跨冊剩餘字形直接渲染逐筆轉寫,本｜目次 p4｜直接字形轉寫，不由語義回填
YenRoundZuinnEG-Bd,14231,ㄆㄢˊ,v1.7.1 跨冊剩餘字形直接渲染逐筆轉寫,盤｜目次 p4｜直接字形轉寫，不由語義回填
YenRoundZuinnEG-Bd,14361,ㄈㄤˇ,v1.7.1 跨冊剩餘字形直接渲染逐筆轉寫,仿｜目次 p5｜直接字形轉寫，不由語義回填
YenRoundZuinnEG-Bd,14699,ㄍㄣ,v1.7.1 跨冊剩餘字形直接渲染逐筆轉寫,跟｜目次 p5｜直接字形轉寫，不由語義回填
YenRoundZuinnEG-Bd,14943,ㄑㄧㄥ,v1.7.1 跨冊剩餘字形直接渲染逐筆轉寫,清｜目次 p4｜直接字形轉寫，不由語義回填
YenRoundZuinnEG-Bd,14982,ㄒㄧㄡˋ,v1.7.1 跨冊剩餘字形直接渲染逐筆轉寫,秀｜目次 p5｜直接字形轉寫，不由語義回填
YenRoundZuinnEG-Md,14185,ㄅㄧㄝˊ,v1.7.1 跨冊剩餘字形直接渲染逐筆轉寫,別｜目次 p2｜直接字形轉寫，不由語義回填
YenRoundZuinnEG-Md,14243,ㄆㄥˊ,v1.7.1 跨冊剩餘字形直接渲染逐筆轉寫,朋｜目次 p1｜直接字形轉寫，不由語義回填
YenRoundZuinnEG-Md,14727,ㄍㄨㄢˋ,v1.7.1 跨冊剩餘字形直接渲染逐筆轉寫,慣｜目次 p1｜直接字形轉寫，不由語義回填
YenRoundZuinnEG-Md,14845,ㄏㄨㄢ,v1.7.1 跨冊剩餘字形直接渲染逐筆轉寫,歡｜目次 p2｜直接字形轉寫，不由語義回填
YenRoundZuinnEG-Md,14951,ㄑㄩㄝ,v1.7.1 跨冊剩餘字形直接渲染逐筆轉寫,缺｜目次 p3｜直接字形轉寫，不由語義回填
YenRoundZuinnEG-Md,15229,ㄖㄢˊ,v1.7.1 跨冊剩餘字形直接渲染逐筆轉寫,然｜目次 p1｜直接字形轉寫，不由語義回填
YenRoundZuinnEG-Md,15386,ㄙㄨㄟˊ,v1.7.1 跨冊剩餘字形直接渲染逐筆轉寫,隨｜目次 p1｜直接字形轉寫，不由語義回填
ZhuYinNREG-Md,14243,ㄆㄥˊ,v1.7.1 跨冊剩餘字形直接渲染逐筆轉寫,朋｜目次 p1｜直接字形轉寫，不由語義回填
DFPBiaoKai-W5-ZhuIn-BFW,14327,ㄆㄠ,v1.9 四上盲測：直接渲染注音元件字形逐筆轉寫,"拋｜四上 P209,210｜直接字形轉寫，不由中文字/字典/語境回填"
DFPBiaoKai-W5-ZhuIn-BFW,14335,ㄆㄢˊ,v1.9 四上盲測：直接渲染注音元件字形逐筆轉寫,盤｜四上 P209｜直接字形轉寫，不由中文字/字典/語境回填
DFPBiaoKai-W5-ZhuIn-BFW,14558,ㄊㄤˊ,v1.9 四上盲測：直接渲染注音元件字形逐筆轉寫,"糖、醣｜四上 P30,207,208｜直接字形轉寫，不由中文字/字典/語境回填"
DFPBiaoKai-W5-ZhuIn-BFW,14489,ㄉㄡˋ,v1.9 四上盲測：直接渲染注音元件字形逐筆轉寫,"豆｜四上 P30,207｜直接字形轉寫，不由中文字/字典/語境回填"
DFPBiaoKai-W5-ZhuIn-BFW,14625,ㄋㄢˊ,v1.9 四上盲測：直接渲染注音元件字形逐筆轉寫,"男｜四上 P207,208｜直接字形轉寫，不由中文字/字典/語境回填"
DFPBiaoKai-W5-ZhuIn-BFW,14783,ㄍㄤˋ,v1.9 四上盲測：直接渲染注音元件字形逐筆轉寫,槓｜四上 P208｜直接字形轉寫，不由中文字/字典/語境回填
YenRoundZuinnEG-Bd,15066,ㄓㄨㄟ,v1.9 四上盲測：直接渲染注音元件字形逐筆轉寫,追｜四上 P5｜直接字形轉寫，不由中文字/字典/語境回填
DFPBiaoKai-W5-ZhuIn-BFW,15015,ㄑㄧㄤ,v1.9 四上盲測：直接渲染注音元件字形逐筆轉寫,腔｜四上 P208｜直接字形轉寫，不由中文字/字典/語境回填
DFPBiaoKai-W5-ZhuIn-BFW,15287,ㄖㄠˋ,v1.9 四上盲測：直接渲染注音元件字形逐筆轉寫,繞｜四上 P209｜直接字形轉寫，不由中文字/字典/語境回填
YenRoundZuinnEG-Md,14739,ㄍㄨˇ,v1.9 四上盲測：直接渲染注音元件字形逐筆轉寫,穀、骨｜四上 P206｜直接字形轉寫，不由中文字/字典/語境回填
DFPBiaoKai-W5-ZhuIn-BFW,14143,ㄠˋ,v1.9 四上盲測：直接渲染注音元件字形逐筆轉寫,奧｜四上 P209｜直接字形轉寫，不由中文字/字典/語境回填
DFPBiaoKai-W5-ZhuIn-BFW,14230,ㄨㄤˊ,v1.9 四上盲測：直接渲染注音元件字形逐筆轉寫,王｜四上 P207｜直接字形轉寫，不由中文字/字典/語境回填
DFPBiaoKai-W5-ZhuIn-BFW,14262,ㄅㄛˊ,v1.9 四上盲測：直接渲染注音元件字形逐筆轉寫,柏｜四上 P209｜直接字形轉寫，不由中文字/字典/語境回填
DFPBiaoKai-W5-ZhuIn-BFW,14556,ㄊㄢˇ,v1.9 四上盲測：直接渲染注音元件字形逐筆轉寫,坦｜四上 P209｜直接字形轉寫，不由中文字/字典/語境回填
DFPBiaoKai-W5-ZhuIn-BFW,14584,ㄊㄨˇ,v1.9 四上盲測：直接渲染注音元件字形逐筆轉寫,吐｜四上 P208｜直接字形轉寫，不由中文字/字典/語境回填
DFPBiaoKai-W5-ZhuIn-BFW,14592,ㄊㄨㄟˇ,v1.9 四上盲測：直接渲染注音元件字形逐筆轉寫,腿｜四上 P209｜直接字形轉寫，不由中文字/字典/語境回填
DFPBiaoKai-W5-ZhuIn-BFW,14636,ㄋㄧˊ,v1.9 四上盲測：直接渲染注音元件字形逐筆轉寫,尼｜四上 P208｜直接字形轉寫，不由中文字/字典/語境回填
DFPBiaoKai-W5-ZhuIn-BFW,14669,ㄋㄩˇ,v1.9 四上盲測：直接渲染注音元件字形逐筆轉寫,女｜四上 P207｜直接字形轉寫，不由中文字/字典/語境回填
